Time,A_X,A_Y,A_Z,G_X,G_Y,G_Z,Temperature,AirDensity,vSpeed,RPS,Delta_Pressure,wind_speed_ms,power,cadence
123.786,-0.01,-0.82,13.36,-0.34,-0.34,-1.16,11.2,1.23,4.30,2.04,530.20,29.3,107.00,0.0
125.563,6.89,1.34,9.62,-0.02,-0.20,-0.55,11.2,1.23,4.21,2.00,555.40,30.0,101.00,0.0
127.341,-2.41,-1.16,16.50,0.21,-0.18,-0.65,11.1,1.23,4.00,1.90,587.00,30.9,99.00,0.0
129.307,1.74,-0.67,7.70,-0.49,-0.39,-1.19,11.1,1.23,4.08,1.94,574.40,30.5,75.00,0.0
131.083,1.76,-0.19,9.77,0.23,-0.08,0.49,11.1,1.23,4.09,1.94,568.10,30.3,0.00,0.0
132.865,1.11,-1.60,10.95,-0.37,-0.46,-1.23,11.0,1.23,4.29,2.04,555.40,30.0,0.00,0.0
134.644,2.93,-1.57,9.13,-0.39,-0.15,0.11,11.0,1.23,4.23,2.01,568.10,30.3,0.00,0.0
136.420,1.07,-1.61,14.93,-0.28,-0.28,-1.07,10.9,1.23,4.25,2.02,574.40,30.5,0.00,0.0
138.198,0.98,-2.03,9.91,-0.25,-0.42,-1.41,10.9,1.23,4.17,1.98,536.50,29.5,0.00,0.0
140.038,3.79,-2.44,9.16,-0.01,0.02,0.00,10.9,1.23,4.06,1.93,574.40,30.5,0.00,0.0
141.814,-0.19,0.45,9.52,0.11,-0.37,-1.21,10.8,1.23,4.00,1.90,549.10,29.8,0.00,0.0
143.589,1.64,-3.59,3.41,-0.66,-0.53,-1.25,10.8,1.24,3.75,1.78,536.50,29.5,0.00,0.0
145.369,3.44,-0.07,7.91,-1.27,0.13,0.03,10.8,1.24,3.51,1.67,517.60,29.0,0.00,0.0
147.148,4.27,-2.93,9.87,-0.64,-0.10,-0.89,10.8,1.24,3.54,1.68,549.10,29.8,5.00,0.0
148.926,0.79,-0.16,8.47,-0.54,0.00,-0.95,10.7,1.24,3.49,1.66,555.40,30.0,0.00,0.0
150.937,0.83,-5.55,11.01,0.25,-0.05,0.18,10.7,1.24,3.55,1.69,574.40,30.5,46.00,0.0
152.714,6.45,-0.16,14.00,-0.89,0.01,-0.61,10.6,1.24,3.59,1.70,555.40,30.0,58.00,0.0
154.492,-0.04,-3.85,11.37,-0.58,-0.25,-0.97,10.6,1.24,3.42,1.63,549.10,29.8,58.00,0.0
156.269,1.40,-3.11,10.07,-0.13,-0.06,0.00,10.6,1.24,3.45,1.64,555.40,30.0,56.00,0.0
158.047,-0.78,-3.05,7.37,0.06,-0.02,-1.08,10.6,1.24,3.47,1.65,530.20,29.3,57.00,0.0
159.824,2.52,-1.44,7.87,-0.88,-0.29,-0.99,10.5,1.24,3.42,1.62,568.10,30.3,49.00,0.0
161.663,2.30,-0.45,10.38,-0.05,-0.02,0.24,10.4,1.24,3.49,1.66,568.10,30.3,58.00,0.0
163.438,-1.16,-1.06,11.84,-0.02,-0.13,-0.70,10.4,1.24,3.57,1.70,549.10,29.8,65.00,0.0
165.214,-4.94,-0.49,11.61,-0.64,-0.17,-0.77,10.4,1.24,3.51,1.67,549.10,29.8,90.00,0.0
166.991,3.58,-1.50,7.56,0.30,-0.05,-0.63,10.4,1.24,3.69,1.75,605.90,31.3,79.00,0.0
168.777,0.73,-0.96,9.64,0.04,-0.21,-0.80,10.4,1.24,3.91,1.86,568.10,30.3,0.00,0.0
170.551,2.11,1.25,9.03,-0.05,0.01,0.07,10.3,1.24,3.88,1.84,549.10,29.8,0.00,0.0
172.520,0.68,-1.12,6.38,-0.10,-0.40,-1.26,10.3,1.24,3.98,1.89,517.60,28.9,0.00,0.0
174.297,3.46,-1.25,9.13,-0.07,-0.30,-0.75,10.3,1.24,3.83,1.82,536.50,29.5,80.00,0.0
176.071,2.01,0.09,10.35,0.22,-0.15,-0.72,10.3,1.24,3.93,1.87,549.10,29.8,80.00,0.0
177.850,2.10,-0.86,8.58,0.04,-0.35,-0.95,10.3,1.24,4.14,1.97,549.10,29.8,0.00,0.0
179.626,0.56,-1.18,8.15,-0.31,-0.30,0.09,10.2,1.24,4.16,1.98,549.10,29.8,0.00,0.0
181.402,-0.02,-1.32,9.58,-0.11,-0.50,-1.19,10.2,1.24,4.32,2.05,517.60,28.9,87.00,0.0
183.179,-3.87,1.24,10.82,-0.40,-0.02,-0.82,10.1,1.24,4.23,2.01,549.10,29.8,0.00,0.0
185.015,2.29,0.20,11.46,0.22,-0.28,-0.80,10.1,1.24,4.18,1.99,593.30,31.0,54.00,0.0
186.792,-0.72,1.02,13.86,-0.52,-0.32,-0.86,10.1,1.24,4.35,2.07,536.50,29.4,63.00,0.0
188.567,-0.08,1.32,8.20,-0.10,-0.01,0.22,10.1,1.24,4.25,2.02,574.40,30.5,63.00,0.0
190.345,4.43,-3.92,8.80,-0.51,-0.81,-1.13,10.0,1.24,4.37,2.07,549.10,29.8,56.00,0.0
192.123,2.28,-1.39,10.13,-0.22,-0.10,0.20,10.0,1.24,4.18,1.98,549.10,29.8,0.00,0.0
193.901,1.75,-3.65,10.97,-0.12,-0.39,-1.29,9.9,1.24,4.18,1.98,536.50,29.4,0.00,0.0
195.869,2.12,0.12,10.53,-0.27,-0.19,-0.91,9.9,1.24,4.29,2.04,517.60,28.9,0.00,0.0
197.649,1.89,0.69,10.72,-0.04,-0.01,0.38,9.9,1.24,3.97,1.89,536.50,29.4,0.00,0.0
199.427,2.29,-1.58,9.60,-0.02,-0.04,-0.53,9.9,1.24,3.86,1.83,536.50,29.4,0.00,0.0
201.206,2.43,-0.81,5.74,0.42,-0.23,-0.37,9.9,1.24,3.55,1.69,536.50,29.4,0.00,0.0
202.980,1.98,-0.25,8.38,-0.25,-0.03,-0.44,9.9,1.24,3.22,1.53,536.50,29.4,0.00,0.0
204.758,1.23,-1.56,10.56,0.02,-0.03,-0.29,9.9,1.24,3.02,1.44,549.10,29.8,0.00,0.0
206.605,2.01,-0.88,11.05,0.17,0.01,-0.28,9.8,1.24,2.91,1.38,530.20,29.3,0.00,0.0
208.380,0.43,-0.59,9.64,-0.02,0.01,-0.17,9.8,1.24,2.74,1.30,530.20,29.2,0.00,0.0
210.157,0.60,-0.49,9.30,-0.11,-0.08,-0.57,9.8,1.24,2.48,1.18,511.20,28.7,0.00,0.0
211.933,3.14,-1.08,10.41,-0.07,-0.01,0.14,9.8,1.24,2.40,1.14,517.60,28.9,0.00,0.0
213.712,-2.51,0.09,14.73,0.37,-0.01,-0.44,9.8,1.24,2.30,1.09,536.50,29.4,0.00,0.0
215.489,1.83,0.75,8.80,0.09,-0.06,-0.64,9.8,1.24,2.18,1.03,555.40,29.9,0.00,0.0
217.450,1.34,-0.12,10.17,0.40,0.00,-0.21,9.8,1.24,2.52,1.20,549.10,29.8,138.00,0.0
219.228,1.95,-1.03,9.93,0.05,-0.36,-1.01,9.7,1.24,3.68,1.75,574.40,30.4,0.00,0.0
221.005,2.25,-0.12,9.73,-0.09,-0.00,0.28,9.7,1.24,4.16,1.98,574.40,30.4,0.00,0.0
222.784,1.94,-1.70,10.91,0.07,-0.20,-1.10,9.7,1.24,4.33,2.06,536.50,29.4,0.00,0.0
224.559,0.32,1.31,11.90,-0.57,-0.28,-1.05,9.6,1.24,4.12,1.96,517.60,28.9,0.00,0.0
226.341,3.89,-1.28,8.79,-0.16,0.01,0.02,9.6,1.24,3.79,1.80,517.60,28.9,0.00,0.0
228.116,-0.20,-0.76,9.49,-0.10,-0.16,-1.05,9.6,1.24,3.79,1.80,555.40,29.9,0.00,0.0
229.950,1.31,-2.60,11.66,-0.13,-0.07,-0.66,9.6,1.24,3.53,1.68,517.60,28.9,0.00,0.0
231.725,1.53,-2.30,10.02,-0.34,-0.03,-0.52,9.6,1.24,3.29,1.56,517.60,28.9,0.00,0.0
233.501,1.61,-0.67,9.62,0.02,-0.01,-0.14,9.6,1.24,3.14,1.49,517.60,28.9,0.00,0.0
235.280,2.99,-1.85,11.53,-0.37,-0.06,-0.66,9.6,1.24,2.98,1.41,530.20,29.2,0.00,0.0
237.057,4.12,-1.66,9.65,0.07,0.09,-0.09,9.6,1.24,2.80,1.33,517.60,28.9,0.00,0.0
238.834,3.74,-2.24,9.67,-0.15,-0.11,-0.76,9.6,1.24,2.62,1.25,517.60,28.9,0.00,0.0
240.808,1.27,-0.32,9.78,0.03,-0.01,0.02,9.6,1.24,2.47,1.17,511.20,28.7,0.00,0.0
242.586,1.77,-1.96,9.45,-0.06,0.01,-0.08,9.5,1.24,2.40,1.14,511.20,28.7,0.00,0.0
244.404,0.52,0.87,11.68,-1.47,-0.38,-1.49,9.5,1.24,2.25,1.07,517.60,28.9,0.00,0.0
246.182,2.97,-0.29,10.78,-0.72,0.01,-0.11,9.5,1.24,2.10,1.00,517.60,28.9,0.00,0.0
247.959,0.21,-1.73,10.24,0.19,-0.12,-0.88,9.4,1.24,2.05,0.97,530.20,29.2,59.00,0.0
249.738,2.25,0.57,9.89,0.27,0.02,0.17,9.4,1.24,2.11,1.00,549.10,29.7,78.00,0.0
251.579,0.73,-4.04,17.45,-0.11,-0.19,-0.86,9.4,1.24,2.39,1.13,549.10,29.7,0.00,0.0
253.356,3.88,0.12,8.18,-0.50,0.03,-0.57,9.4,1.24,2.75,1.31,568.10,30.3,0.00,0.0
255.134,0.86,-0.32,10.20,0.32,-0.26,-0.97,9.4,1.24,3.30,1.57,574.40,30.4,110.00,0.0
256.915,0.62,-1.41,10.58,-0.27,-0.48,-1.27,9.4,1.24,3.66,1.74,530.20,29.2,110.00,0.0
258.695,-2.22,-2.94,6.11,-1.18,-0.22,0.22,9.4,1.24,4.00,1.90,593.30,30.9,0.00,0.0
260.473,-0.25,-0.05,13.14,-0.19,-0.59,-1.34,9.4,1.24,4.18,1.99,511.20,28.7,0.00,0.0
262.441,-3.63,1.24,-1.38,0.55,-0.11,-0.43,9.4,1.24,3.95,1.88,568.10,30.3,0.00,0.0
264.257,-2.14,-0.34,11.31,-0.19,-0.40,-1.31,9.3,1.24,4.31,2.05,587.00,30.8,0.00,0.0
266.036,-0.14,-0.81,16.81,-1.16,-0.16,-1.17,9.3,1.24,4.15,1.97,555.40,29.9,0.00,0.0
267.816,8.12,-0.58,6.13,0.55,0.07,-0.25,9.3,1.24,4.30,2.04,555.40,29.9,0.00,0.0
269.597,2.72,-2.01,13.32,-0.07,-0.52,-1.13,9.3,1.24,4.29,2.04,530.20,29.2,0.00,0.0
271.373,1.74,-0.43,10.05,0.04,-0.03,0.02,9.3,1.24,4.23,2.01,536.50,29.4,0.00,0.0
273.214,2.02,-0.45,10.72,-0.29,-0.48,-1.36,9.3,1.24,4.44,2.11,555.40,29.9,0.00,0.0
274.992,-1.38,-0.44,11.50,-0.61,-0.28,-1.52,9.3,1.24,4.05,1.92,511.20,28.7,0.00,0.0
276.769,1.69,-1.92,9.67,0.02,-0.03,-0.07,9.2,1.24,3.87,1.84,511.20,28.7,0.00,0.0
278.548,1.86,-0.49,9.74,0.19,-0.06,0.05,9.2,1.24,3.73,1.77,517.60,28.9,0.00,0.0
280.326,1.97,-1.57,9.80,-0.05,-0.00,0.01,9.2,1.24,0.00,0.00,511.20,28.7,0.00,0.0
