Time,AccelX,AccelY,AccelZ,GyroX,GyroY,GyroZ,Pressure,Temp,DeltaP,AirspeedTemp,Speed,Power,Airspeed
213.459,7.63,-2.78,11.21,-0.84,-1.01,0.13,1013.0,16.6,-43.7,14.4,10.14,0,0.00
213.556,0.18,-1.84,6.29,-0.67,0.19,0.21,1013.2,16.6,-40.5,14.4,10.14,0,0.00
213.669,3.34,0.33,9.88,0.09,0.43,0.13,1012.9,16.4,-47.9,14.4,10.14,0,0.00
213.743,-2.40,-0.07,9.05,-0.41,-1.56,0.06,1012.8,16.5,-44.7,14.4,10.14,0,0.00
213.840,0.20,-0.15,11.23,-0.09,0.54,0.17,1013.6,16.2,-43.7,14.4,10.14,0,0.00
213.937,-2.84,1.74,11.31,-0.09,-0.84,-0.24,1013.1,16.3,-41.6,14.4,10.14,0,0.00
214.058,4.35,-0.79,11.01,0.73,1.04,-0.29,1013.4,16.4,-38.4,14.4,10.14,0,0.00
214.205,4.07,-0.11,16.68,0.21,1.65,-0.17,1013.4,16.4,-38.4,14.4,10.14,0,0.00
214.255,0.27,0.75,6.41,-0.37,0.32,-0.23,1013.3,16.3,-38.4,14.4,10.14,0,0.00
214.352,2.72,-0.89,19.27,0.44,0.81,-0.10,1013.3,16.4,-43.7,14.4,10.14,0,0.00
214.450,7.36,-2.26,10.75,-0.62,-1.71,-0.50,1013.1,16.4,-43.7,14.4,9.91,0,0.00
214.547,2.60,0.01,4.59,-0.35,-1.04,-0.05,1013.2,16.3,-40.5,14.4,9.91,0,0.00
214.644,2.75,-0.25,3.29,0.43,-0.52,-0.71,1013.4,16.4,-38.4,14.4,9.91,0,0.00
214.758,-3.20,-0.13,5.51,0.43,0.26,-0.20,1013.8,16.6,-41.6,14.4,9.91,0,0.00
214.855,1.27,-1.54,8.19,0.28,0.23,0.03,1013.1,16.3,-40.5,14.4,9.91,0,0.00
214.952,0.53,4.46,14.84,-0.46,-0.41,0.11,1013.5,16.4,-37.4,14.4,9.91,0,0.00
215.049,0.79,1.03,6.58,0.40,-0.63,0.09,1013.6,16.4,-41.6,14.4,9.91,0,0.00
215.146,0.10,-0.40,7.70,-0.66,-1.31,-0.07,1013.6,16.2,-41.6,14.4,9.91,0,0.00
215.249,2.72,-0.38,9.88,-0.24,-0.45,0.24,1013.3,16.4,-37.4,14.4,9.91,0,0.00
215.347,5.86,-1.31,9.35,-0.09,0.03,0.10,1013.8,16.4,-38.4,14.4,9.91,0,0.00
215.445,6.34,1.23,5.19,-0.21,-2.22,0.13,1013.7,16.4,-40.5,14.4,9.91,0,0.00
